 1 -0.036255 
 2  0.049954 
 3  0.013317 
 4 -0.047061 
 5 -0.013324 
 6 -0.010970 
 7 -0.090907 
 8 -0.021657 
 9 -0.013758 
 10 -0.029280 
 11  0.040092 
 12 -0.004830 
 13 -0.110839 
 14  0.015398 
 15 -0.076679 
 16 -0.130423 
 17 -0.094087 
 18 -0.178331 
 19  0.039376 
 20 -0.076423 
