 1 -0.009124 
 2 -0.013660 
 3  0.019548 
 4 -0.052818 
 5 -0.019312 
 6 -0.007485 
 7 -0.030654 
 8  0.000242 
 9  0.022951 
 10 -0.023232 
 11  0.041158 
 12  0.010508 
 13 -0.006399 
 14 -0.055238 
