 1 -0.064202 
 2  0.010905 
 3  0.038891 
 4 -0.087916 
 5 -0.033365 
 6 -0.029766 
 7 -0.085140 
 8 -0.010411 
 9  0.020798 
 10 -0.052657 
 11  0.096655 
 12 -0.020019 
 13 -0.027126 
 14 -0.026529 
 15 -0.044887 
 16 -0.092582 
 17 -0.145163 
 18 -0.087769 
