0 0.607729 0.553064 0.030863 0.666930 0.693790 
1 0.605370 0.552151 0.030590 0.670606 0.695106 
2 0.600936 0.548897 0.030383 0.672069 0.697179 
3 0.594565 0.543389 0.029324 0.681341 0.700514 
4 0.579726 0.532713 0.028209 0.694424 0.707838 
5 0.563575 0.520577 0.026382 0.707305 0.715798 
6 0.539728 0.500588 0.024207 0.731588 0.727780 
7 0.528558 0.493089 0.022557 0.741385 0.733129 
8 0.519888 0.487869 0.021878 0.748451 0.737731 
9 0.510901 0.483046 0.021107 0.753706 0.741776 
10 0.511070 0.486447 0.021282 0.749596 0.742349 
11 0.509419 0.484191 0.021563 0.748936 0.742436 
12 0.502631 0.484517 0.020869 0.753822 0.746484 
13 0.503497 0.487633 0.021246 0.752940 0.745970 
14 0.502940 0.487413 0.021075 0.752242 0.746426 
15 0.501866 0.485937 0.020682 0.756888 0.746991 
16 0.500432 0.484000 0.021596 0.749116 0.746928 
17 0.500527 0.483351 0.021179 0.752365 0.747521 
18 0.500266 0.484331 0.021455 0.749123 0.747189 
19 0.500738 0.484830 0.020530 0.755617 0.747697 
20 0.500574 0.485127 0.020749 0.754139 0.747335 
21 0.499574 0.486087 0.020160 0.757735 0.748150 
22 0.500058 0.486019 0.020216 0.751044 0.746997 
23 0.498934 0.483536 0.020509 0.747053 0.747607 
24 0.496310 0.483471 0.020817 0.754497 0.749391 
25 0.496998 0.484983 0.020575 0.752346 0.748965 
26 0.500278 0.488579 0.020904 0.747726 0.747449 
27 0.500329 0.488795 0.021108 0.746974 0.747157 
28 0.499719 0.488727 0.021381 0.746762 0.747615 
29 0.498501 0.486440 0.020431 0.759734 0.748668 
30 0.496940 0.484068 0.020645 0.758258 0.749111 
31 0.499784 0.487950 0.021253 0.754418 0.747622 
32 0.500282 0.487764 0.021173 0.754037 0.747322 
33 0.499740 0.484823 0.021470 0.748721 0.747195 
34 0.496566 0.485695 0.020724 0.753007 0.749349 
35 0.496820 0.485337 0.021102 0.748274 0.749020 
36 0.500263 0.489996 0.021660 0.743198 0.747518 
37 0.499866 0.488198 0.021323 0.746474 0.747495 
38 0.500881 0.485886 0.020634 0.757714 0.747296 
39 0.502748 0.487029 0.020728 0.749466 0.746143 
40 0.502777 0.487496 0.021477 0.754494 0.746290 
41 0.503942 0.486616 0.021370 0.752201 0.745781 
42 0.501830 0.485501 0.020933 0.753518 0.746432 
43 0.501076 0.483768 0.021577 0.752951 0.747099 
44 0.500324 0.484379 0.021372 0.751937 0.747267 
45 0.497870 0.482189 0.021858 0.747699 0.747823 
46 0.497260 0.482074 0.021279 0.753559 0.748539 
47 0.500487 0.485272 0.021487 0.748342 0.746962 
48 0.494519 0.481457 0.021290 0.757229 0.750322 
49 0.499892 0.485176 0.021018 0.750199 0.747375 
50 0.499580 0.484050 0.021120 0.751618 0.747694 
51 0.496591 0.482638 0.021071 0.753266 0.749418 
52 0.495290 0.484158 0.020784 0.753741 0.750259 
53 0.497271 0.483926 0.020931 0.752797 0.748963 
54 0.494298 0.482895 0.020753 0.755017 0.750451 
55 0.494167 0.484016 0.020855 0.754438 0.750641 
56 0.493768 0.483793 0.021253 0.754887 0.750652 
57 0.492836 0.483077 0.021203 0.754901 0.751208 
58 0.494032 0.482880 0.020914 0.758187 0.750344 
59 0.496063 0.483272 0.021006 0.756108 0.749451 
60 0.497626 0.483839 0.021579 0.755724 0.748582 
61 0.500639 0.484525 0.021132 0.760536 0.747051 
62 0.499591 0.484422 0.021661 0.754719 0.747595 
63 0.495442 0.481553 0.020466 0.762278 0.750065 
64 0.495284 0.480962 0.020734 0.761384 0.749827 
65 0.495812 0.479741 0.020810 0.759866 0.749425 
66 0.498043 0.481930 0.021147 0.755749 0.748141 
67 0.498402 0.483935 0.021715 0.752020 0.747985 
