0 0.706547 0.549897 0.030906 0.669397 0.644840 
1 0.698221 0.544820 0.030047 0.675020 0.648948 
2 0.686059 0.534646 0.028591 0.688043 0.654999 
3 0.665836 0.515486 0.024523 0.720664 0.665637 
4 0.637955 0.491130 0.022344 0.749162 0.678977 
5 0.608745 0.467212 0.019197 0.788091 0.693257 
6 0.584866 0.446338 0.016714 0.813944 0.705183 
7 0.566476 0.427765 0.014228 0.842610 0.714240 
8 0.549861 0.412853 0.011818 0.886730 0.722832 
9 0.533349 0.404290 0.011062 0.889318 0.730143 
10 0.526452 0.400434 0.010233 0.925004 0.734347 
11 0.517603 0.398748 0.010205 0.918202 0.738783 
12 0.509948 0.398315 0.010492 0.917915 0.742468 
13 0.505291 0.399148 0.009978 0.915112 0.744764 
14 0.495775 0.392909 0.009813 0.926623 0.749752 
15 0.488433 0.386591 0.009233 0.944007 0.752750 
16 0.484189 0.387918 0.009359 0.949263 0.754882 
17 0.478626 0.385265 0.008699 0.955386 0.758021 
18 0.473458 0.384940 0.009573 0.946452 0.760078 
19 0.471731 0.383061 0.009084 0.982029 0.761719 
20 0.471305 0.382204 0.009243 0.976325 0.761442 
21 0.468877 0.381059 0.010171 0.990365 0.762915 
22 0.463690 0.377455 0.009841 0.997064 0.765583 
23 0.461586 0.376829 0.008747 1.001378 0.766454 
24 0.461638 0.380609 0.008394 1.000701 0.766946 
25 0.458911 0.384660 0.009166 0.990646 0.767982 
26 0.449310 0.380809 0.009527 0.995161 0.772134 
27 0.453381 0.384316 0.008119 0.955912 0.770061 
28 0.449660 0.379182 0.007576 0.965061 0.772320 
29 0.451660 0.381800 0.007192 0.964771 0.771269 
30 0.450416 0.381260 0.006300 0.977515 0.771853 
31 0.440267 0.378090 0.006247 0.995208 0.777185 
32 0.437114 0.379820 0.006191 0.979526 0.778225 
33 0.437272 0.379048 0.006203 0.967301 0.778286 
34 0.435548 0.383854 0.007203 0.979486 0.779160 
35 0.434943 0.384536 0.007207 0.964765 0.778672 
36 0.433662 0.384858 0.006611 0.987043 0.780283 
37 0.429381 0.381782 0.006750 0.988544 0.782288 
38 0.426963 0.383895 0.006910 0.987158 0.783460 
39 0.423273 0.386491 0.007016 0.971716 0.784735 
40 0.423236 0.388750 0.006554 0.967109 0.784601 
41 0.423670 0.388164 0.006323 0.962944 0.783900 
