0 0.648932 0.552143 0.030794 0.667588 0.673401 
1 0.644527 0.550837 0.030553 0.670608 0.675487 
2 0.640901 0.548839 0.030235 0.674087 0.677371 
3 0.632937 0.543624 0.029422 0.677680 0.681138 
4 0.621097 0.533875 0.028099 0.686259 0.686775 
5 0.604033 0.521542 0.026908 0.700336 0.695318 
6 0.582377 0.503080 0.023394 0.731802 0.706775 
7 0.565264 0.487350 0.021217 0.748164 0.714855 
8 0.544820 0.470745 0.020566 0.764845 0.725206 
9 0.527484 0.459743 0.019055 0.782899 0.733001 
10 0.512092 0.448587 0.016520 0.806891 0.741141 
11 0.496337 0.439717 0.014883 0.824440 0.749103 
12 0.484737 0.430307 0.013879 0.844161 0.754750 
13 0.480934 0.432116 0.013699 0.842602 0.756428 
14 0.478208 0.430680 0.013221 0.850204 0.757860 
15 0.474602 0.429085 0.012981 0.858041 0.759771 
16 0.467739 0.422952 0.011625 0.872664 0.763729 
17 0.466881 0.424896 0.011432 0.870635 0.764666 
18 0.463380 0.421831 0.010718 0.875080 0.765835 
19 0.460936 0.423559 0.010369 0.880834 0.767114 
20 0.461456 0.426608 0.011584 0.864021 0.766754 
21 0.456814 0.424474 0.011684 0.864640 0.769115 
22 0.458469 0.425867 0.012127 0.856176 0.768144 
23 0.457930 0.426318 0.012156 0.858397 0.768091 
24 0.455849 0.428881 0.012648 0.858466 0.769264 
25 0.454510 0.429088 0.011977 0.863043 0.770580 
26 0.454323 0.426279 0.011781 0.858914 0.770079 
27 0.455131 0.429001 0.011367 0.859466 0.769701 
28 0.453757 0.429581 0.011261 0.863630 0.770689 
29 0.453157 0.428658 0.010973 0.864347 0.771159 
30 0.452064 0.429785 0.011855 0.858120 0.771499 
31 0.453743 0.430002 0.011946 0.848615 0.770721 
32 0.453109 0.431109 0.011967 0.854760 0.771060 
33 0.450299 0.427525 0.011228 0.861860 0.772056 
34 0.448516 0.425781 0.011330 0.867182 0.773238 
35 0.448924 0.428277 0.011507 0.857045 0.772619 
36 0.449809 0.432314 0.011449 0.852950 0.772185 
37 0.449085 0.428544 0.010894 0.866562 0.772667 
38 0.447606 0.429077 0.011193 0.867190 0.773572 
39 0.448568 0.429423 0.010950 0.862887 0.773233 
40 0.443555 0.426477 0.010517 0.871211 0.776034 
41 0.445291 0.428216 0.011331 0.865684 0.774955 
42 0.445975 0.427726 0.011892 0.862067 0.774830 
43 0.447664 0.430011 0.012354 0.859671 0.773987 
44 0.447759 0.429077 0.012294 0.858785 0.773538 
