0 0.682446 0.551255 0.030851 0.668912 0.656749 
1 0.676013 0.548121 0.030382 0.672797 0.659860 
2 0.668386 0.543197 0.029462 0.681587 0.663701 
3 0.656267 0.533978 0.028063 0.693825 0.669817 
4 0.633783 0.516160 0.025054 0.727886 0.681206 
5 0.609512 0.496780 0.023624 0.739821 0.692411 
6 0.579698 0.472181 0.020108 0.783280 0.708078 
7 0.554853 0.450045 0.016703 0.825307 0.720105 
8 0.536383 0.434655 0.015639 0.846783 0.729497 
9 0.524178 0.428281 0.014845 0.855835 0.735563 
10 0.512036 0.420235 0.013202 0.873419 0.741598 
11 0.508382 0.419205 0.012181 0.880827 0.743305 
12 0.498134 0.411037 0.012134 0.891990 0.748343 
13 0.497517 0.411916 0.011731 0.886382 0.748539 
14 0.493581 0.414180 0.011582 0.874571 0.750332 
15 0.486447 0.408838 0.010510 0.888933 0.753981 
16 0.480141 0.406481 0.009725 0.909666 0.757410 
17 0.475421 0.405586 0.009209 0.917124 0.759948 
18 0.475570 0.408336 0.008636 0.909664 0.759980 
19 0.470275 0.405435 0.008471 0.899666 0.761879 
20 0.469296 0.408540 0.009286 0.889973 0.762295 
21 0.469470 0.411299 0.009811 0.890649 0.762428 
22 0.468371 0.412409 0.010241 0.875719 0.762668 
23 0.462152 0.411354 0.009420 0.886111 0.766308 
24 0.454643 0.407176 0.008745 0.896811 0.769844 
25 0.454090 0.410068 0.009052 0.885535 0.770050 
26 0.453602 0.410251 0.008738 0.884566 0.769695 
27 0.452899 0.412388 0.008278 0.880554 0.769868 
28 0.449041 0.404530 0.008173 0.893345 0.772345 
29 0.450052 0.409090 0.007881 0.888264 0.771899 
30 0.449231 0.412472 0.007541 0.893641 0.772697 
31 0.444623 0.405914 0.007282 0.906084 0.775071 
32 0.444610 0.408642 0.008593 0.905371 0.774949 
33 0.443862 0.406702 0.008397 0.888154 0.775017 
34 0.440412 0.406536 0.008319 0.896453 0.777299 
35 0.439236 0.406412 0.008920 0.896116 0.777827 
36 0.435457 0.401824 0.008048 0.911150 0.779439 
37 0.436785 0.404632 0.008097 0.912840 0.778956 
38 0.441024 0.406757 0.007828 0.907516 0.776362 
39 0.439847 0.407152 0.008121 0.906289 0.777375 
40 0.441120 0.406275 0.007760 0.910063 0.776457 
41 0.439830 0.402189 0.006579 0.926475 0.776838 
42 0.442187 0.406652 0.007045 0.908420 0.776097 
43 0.442366 0.408513 0.008028 0.903776 0.775774 
44 0.439759 0.407561 0.008204 0.904495 0.777318 
45 0.436860 0.403674 0.007583 0.920565 0.778837 
46 0.436394 0.401891 0.008305 0.919806 0.778850 
47 0.442502 0.407614 0.008983 0.904674 0.775635 
48 0.439978 0.409199 0.008476 0.894148 0.776847 
