 1  1  0.726429  0.614708 
 1  2 -0.273586 -0.154792 
 1  3 -0.236206 -0.256874 
 1  4 -0.479846 -0.523460 
 1  5  0.387022  0.355341 
 1  6 -1.029279 -0.976518 
 1  7  0.780304  0.716354 
 1  8 -0.340422 -0.360283 
 1  9  0.142679  0.136721 
 1  10 -0.111522  0.004521 
 1  11  0.653875  0.564969 
 1  12 -0.921323 -0.885355 
 1  13 -0.144189 -0.157765 
 1  14 -0.171754 -0.137555 
 2  1 -0.492212 -0.547442 
 2  2  0.511936  0.548572 
 2  3  0.403204  0.448100 
 2  4  0.224722  0.234127 
 2  5  0.402875  0.483510 
 2  6 -0.305772 -0.304193 
 2  7 -0.054958 -0.069537 
 2  8 -0.418489 -0.413806 
 2  9 -0.119803 -0.085895 
 2  10  0.237182  0.166251 
 2  11 -0.309320 -0.385682 
 2  12 -0.177434 -0.209995 
 2  13 -0.307313 -0.290162 
 2  14 -0.377987 -0.379453 
 3  1 -0.085791 -0.024399 
 3  2 -0.396960 -0.393641 
 3  3 -0.334139 -0.323227 
 3  4  0.756889  0.680456 
 3  5  0.022722 -0.021026 
 3  6 -0.284873 -0.268924 
 3  7  0.085380  0.069461 
 3  8  0.939263  0.925087 
 3  9  0.053737 -0.027021 
 3  10  0.276022  0.236283 
 3  11  0.134240  0.118440 
 3  12 -0.157531 -0.144765 
 3  13 -0.510950 -0.467682 
 3  14 -0.156231 -0.136982 
 4  1 -0.337377 -0.309008 
 4  2  0.560300  0.431638 
 4  3  0.229389  0.123435 
 4  4 -0.133311 -0.099113 
 4  5  0.218472  0.166949 
 4  6 -0.033797 -0.049764 
 4  7  0.506080  0.424171 
 4  8  0.679683  0.560007 
 4  9  0.977419  0.818677 
 4  10 -0.624532 -0.444440 
 4  11 -0.645827 -0.503279 
 4  12 -0.225604 -0.148808 
 4  13  0.071571  0.053011 
 4  14  0.391835  0.282558 
 5  1 -0.099428 -0.088323 
 5  2 -0.089782 -0.060591 
 5  3  0.083433  0.070198 
 5  4  0.183381  0.170269 
 5  5  0.088682  0.046336 
 5  6  0.053222  0.085794 
 5  7 -0.299929 -0.349072 
 5  8  0.168852  0.180428 
 5  9  0.054480  0.099416 
 5  10  0.505121  0.594200 
 5  11  0.536172  0.613033 
 5  12  0.082804  0.082329 
 5  13 -0.167833 -0.135088 
 5  14 -0.285649 -0.260567 
 6  1 -0.199962 -0.261117 
 6  2  0.547616  0.597644 
 6  3  0.180447  0.208622 
 6  4  0.265456  0.249646 
 6  5 -0.489659 -0.464642 
 6  6  0.075750  0.092512 
 6  7  0.331187  0.186775 
 6  8 -0.426508 -0.526686 
 6  9 -0.119057 -0.148750 
 6  10  0.014586  0.067487 
 6  11 -0.614077 -0.658798 
 6  12  0.140944  0.151074 
 6  13  0.378415  0.356694 
 6  14 -0.384387 -0.363265 
 7  1 -0.011009  0.065838 
 7  2 -0.346663 -0.307855 
 7  3  0.569641  0.571932 
 7  4  0.879715  0.883753 
 7  5 -0.830915 -0.820837 
 7  6  0.552829  0.506551 
 7  7  0.727908  0.777666 
 7  8  0.151163  0.137814 
 7  9 -0.536329 -0.554000 
 7  10  0.386100  0.526233 
 7  11 -0.080910 -0.102326 
 7  12 -0.270082 -0.321874 
 7  13 -0.550099 -0.455712 
 7  14  0.246208  0.216919 
 8  1 -0.083437 -0.074605 
 8  2 -0.045502 -0.091377 
 8  3  0.388578  0.258379 
 8  4  0.335594  0.349857 
 8  5  0.236784  0.158455 
 8  6  0.061582 -0.006842 
 8  7  0.034803  0.065432 
 8  8  0.276548  0.231858 
 8  9  0.103975  0.091002 
 8  10  0.305246  0.286307 
 8  11 -0.138688 -0.032839 
 8  12 -1.088893 -0.935649 
 8  13  0.464576  0.396379 
 8  14  0.978047  0.825165 
 9  1 -0.231252 -0.113414 
 9  2 -0.445884 -0.328525 
 9  3  0.111266  0.076367 
 9  4 -0.132662 -0.096034 
 9  5  0.221465  0.197051 
 9  6 -0.078130 -0.065487 
 9  7  0.441103  0.426357 
 9  8  0.095495  0.191136 
 9  9  0.979711  0.946388 
 9  10 -0.848078 -0.855379 
 9  11 -0.289310 -0.347125 
 9  12  0.403157  0.431014 
 9  13  1.130702  1.046535 
 9  14 -0.111193 -0.158949 
 10  1 -0.569106 -0.548361 
 10  2  0.140223  0.122018 
 10  3  0.225031  0.263410 
 10  4  0.578348  0.521318 
 10  5 -0.049393 -0.065083 
 10  6 -0.276093 -0.175651 
 10  7  0.251674  0.208569 
 10  8  0.107661  0.055417 
 10  9  0.125517  0.051731 
 10  10 -0.032697  0.105018 
 10  11  0.518919  0.551304 
 10  12  0.165242  0.116424 
 10  13  0.851789  0.915531 
 10  14  0.496880  0.460533 
 11  1 -0.179278 -0.174886 
 11  2  0.368507  0.387769 
 11  3 -0.251471 -0.274668 
 11  4  0.874248  0.963078 
 11  5 -0.595667 -0.664065 
 11  6 -0.787404 -0.720903 
 11  7 -0.738225 -0.830058 
 11  8 -0.398269 -0.372760 
 11  9 -0.500484 -0.580392 
 11  10  0.874785  0.828209 
 11  11 -0.146015 -0.255767 
 11  12 -0.600463 -0.684055 
 11  13  0.498367  0.481205 
 11  14 -0.262301 -0.197427 
 12  1  0.723122  0.728661 
 12  2  0.224833  0.226487 
 12  3  0.697119  0.643434 
 12  4  0.048926  0.017458 
 12  5 -0.545486 -0.559341 
 12  6  1.095391  1.150756 
 12  7 -0.244078 -0.244378 
 12  8 -0.088923 -0.108986 
 12  9 -0.313228 -0.427072 
 12  10 -0.090961 -0.043890 
 12  11  0.108525  0.122389 
 12  12  0.090261  0.107102 
 12  13  0.295617  0.346855 
 12  14  0.801478  0.843097 
 13  1 -0.222808 -0.169104 
 13  2 -0.139077 -0.101307 
 13  3 -0.000846 -0.031106 
 13  4 -0.624588 -0.581427 
 13  5 -0.385192 -0.376370 
 13  6  0.301740  0.288669 
 13  7  0.276619  0.212268 
 13  8 -0.198193 -0.182663 
 13  9  0.809696  0.764062 
 13  10 -0.583939 -0.509037 
 13  11 -0.154283 -0.123392 
 13  12 -0.103235 -0.029149 
 13  13 -1.249106 -1.112933 
 13  14  0.866489  0.817600 
 14  1  0.047504 -0.068191 
 14  2 -0.682305 -0.603049 
 14  3  0.355546  0.275498 
 14  4 -0.167454 -0.331420 
 14  5  0.059948  0.109729 
 14  6  0.537575  0.522485 
 14  7  0.127343  0.107026 
 14  8  0.117379  0.093651 
 14  9  0.123654  0.152061 
 14  10 -0.327929 -0.354880 
 14  11  0.373873  0.406430 
 14  12  0.690211  0.742836 
 14  13  0.339348  0.522461 
 14  14  0.395743  0.384461 
